snapped_at,price,market_cap,total_volume
2014-01-03 00:00:00 UTC,18.1970370639,446350427.41940117,19145100.88607859
2014-01-04 00:00:00 UTC,18.6235901488,457398018.8762667,9073148.446400292
2014-01-05 00:00:00 UTC,19.38162810907,476618307.1766779,17118165.77211807
2014-01-06 00:00:00 UTC,21.81151876357,537092116.2003146,45215203.69611042
2014-01-07 00:00:00 UTC,17.67264529307,435744553.83059037,27519267.733505137
2014-01-08 00:00:00 UTC,18.20616665048,449511929.6074161,40859405.023168184
2014-01-09 00:00:00 UTC,18.122279655,447937302.45023674,15279093.796648195
2014-01-10 00:00:00 UTC,18.65330356428,461684036.640269,7005962.912827767
2014-01-11 00:00:00 UTC,19.83671727129,491548735.8491641,19216627.0424363
2014-01-12 00:00:00 UTC,18.51426070866,459319442.3609848,15048234.627816683
2014-01-13 00:00:00 UTC,18.00193475462,447088022.7054148,10873780.363491876
2014-01-14 00:00:00 UTC,17.8449584016,443557034.12149477,10576699.602934904
2014-01-15 00:00:00 UTC,18.857823222,469278892.22554743,8803328.011777204
2014-01-16 00:00:00 UTC,18.239838687,454446566.1356939,4807307.896376082
2014-01-17 00:00:00 UTC,17.77189125447,443324341.4221394,6852645.633920982
2014-01-18 00:00:00 UTC,18.110334394,452397130.8075116,5092296.300520998
2014-01-19 00:00:00 UTC,18.946451444,473849878.9728018,5175070.739518921
2014-01-20 00:00:00 UTC,18.70238903,468277037.0530688,4555669.5024159495
2014-01-21 00:00:00 UTC,18.50704550328,463812544.05638224,3691168.6859692573
2014-01-22 00:00:00 UTC,18.169366446,455488828.6570095,3809201.4925917205
2014-01-23 00:00:00 UTC,17.412195385999997,436716212.8690319,7751810.409582487
2014-01-24 00:00:00 UTC,15.62192726092,392328362.79533595,20130491.2799779
2014-01-25 00:00:00 UTC,16.40678543012,412419891.9768446,7041187.490772278
2014-01-26 00:00:00 UTC,17.275577295,434668278.19603467,8741097.971199306
2014-01-27 00:00:00 UTC,16.067259314,404629085.7801698,8715687.262362821
2014-01-28 00:00:00 UTC,16.19181319054,408199723.3250825,16821916.83148066
2014-01-29 00:00:00 UTC,16.292886132,411377517.9903505,6305483.535878615
2014-01-30 00:00:00 UTC,16.45598754,416132496.35594577,4768897.939610243
2014-01-31 00:00:00 UTC,16.6687460514,422006877.66649085,5213614.588054051
2014-02-01 00:00:00 UTC,17.143378377389997,434440705.8377275,3292648.12108671
2014-02-02 00:00:00 UTC,17.2020364425,436342624.4486332,4284370.24761663
2014-02-03 00:00:00 UTC,16.71972899884,424522346.4006868,2673263.8026199657
2014-02-04 00:00:00 UTC,16.17770357645,411268836.04554546,3320745.923339716
2014-02-05 00:00:00 UTC,15.74348774592,400812730.1913508,2484548.2383243036
2014-02-06 00:00:00 UTC,14.63066564661,373004490.2558139,5971789.878880456
2014-02-07 00:00:00 UTC,13.53412999224,345396464.87182325,10784320.517505331
2014-02-08 00:00:00 UTC,13.19312493252,337005895.64942974,5786954.447165213
